,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;NA;NA;,0.002569,0.001891,0.002772,0.002659,0.001803,0.000961,0.002114,0.003347,0.003324,0.002355,0.002717,0.001787,0.002389,0.003045,0.001537,0.001703,0.004127,0.002985
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;NA;NA;,0.002548,0.001671,0.003398,0.002657,0.001930,0.002028,0.002048,0.001837,0.001978,0.001709,0.002199,0.002540,0.003387,0.001709,0.004358,0.000434,0.001326,0.001041
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;NA;NA;,0.002400,0.001883,0.002413,0.003215,0.002597,0.002305,0.002412,0.003282,0.003503,0.001905,0.002269,0.002789,0.002766,0.002522,0.001456,0.001109,0.002287,0.002175
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;NA;NA;,0.002398,0.002006,0.003367,0.002604,0.002690,0.002267,0.004820,0.005276,0.005171,0.002674,0.002587,0.002064,0.002409,0.002995,0.001968,0.004972,0.004095,0.002954
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;NA;NA;,0.002396,0.002606,0.003008,0.002678,0.001854,0.002321,0.008187,0.007304,0.007787,0.002190,0.004154,0.002449,0.003477,0.002995,0.002373,0.008944,0.005740,0.005335
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;NA;NA;,0.002393,0.002994,0.002763,0.003921,0.002553,0.001716,0.003250,0.005963,0.002927,0.003475,0.002954,0.003328,0.002844,0.004214,0.002596,0.008732,0.004834,0.003268
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;NA;NA;,0.002379,0.001852,0.001883,0.002654,0.002443,0.004030,0.001324,0.001892,0.002220,0.001449,0.001801,0.002121,0.002524,0.001902,0.002663,0.000588,0.002110,0.000999
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;NA;NA;,0.002368,0.002085,0.002150,0.002279,0.001750,0.002298,0.002305,0.003304,0.002622,0.002334,0.001926,0.002446,0.002766,0.001780,0.001657,0.000763,0.001885,0.002085
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;NA;NA;,0.002324,0.004049,0.002347,0.002728,0.002575,0.002705,0.002555,0.008281,0.003882,0.003025,0.003143,0.002934,0.003173,0.002555,0.001786,0.001816,0.002264,0.002944
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;NA;NA;,0.002196,0.002284,0.002435,0.003101,0.002414,0.002626,0.001684,0.002441,0.002007,0.002717,0.002024,0.002624,0.002413,0.002145,0.002395,0.000634,0.002525,0.001631
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;NA;NA;,0.002173,0.001993,0.002439,0.002267,0.002387,0.001491,0.003004,0.005828,0.004210,0.001878,0.002196,0.001890,0.001780,0.002103,0.001478,0.002175,0.003938,0.003509
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;NA;NA;,0.002146,0.001171,0.001927,0.001784,0.001347,0.001275,0.001279,0.002657,0.001636,0.001072,0.001556,0.001872,0.001697,0.002132,0.001861,0.000375,0.001564,0.001058
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA;NA;,0.002011,0.001493,0.001835,0.002267,0.001776,0.001667,0.001621,0.002712,0.001730,0.002644,0.001923,0.002645,0.002146,0.002450,0.001349,0.000688,0.003250,0.003104
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;NA;NA;,0.002011,0.001964,0.002132,0.002243,0.001974,0.002176,0.002279,0.005252,0.002899,0.001771,0.002517,0.002043,0.002112,0.002337,0.002309,0.001034,0.002197,0.002497
Eukaryota;Evosea;NA;Mastigamoebida;Entamoebidae;NA;NA;,0.001953,0.002480,0.001493,0.000599,0.000355,0.000556,0.000103,0.000108,0.000630,0.000043,0.000126,0.001345,0.000048,0.001282,0.000121,0.000056,0.001134,0.000066
Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;NA;NA;,0.001847,0.000760,0.000836,0.001228,0.000755,0.000755,0.000618,0.001636,0.001220,0.000753,0.000832,0.001017,0.000962,0.000959,0.000960,0.000219,0.001259,0.001082
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;NA;NA;,0.001717,0.001299,0.001222,0.001637,0.000814,0.000938,0.000971,0.000755,0.000721,0.000840,0.001182,0.001402,0.001885,0.001370,0.001193,0.000172,0.000758,0.000433
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;NA;NA;,0.001669,0.001053,0.001060,0.001209,0.000733,0.001296,0.001551,0.003147,0.001511,0.000949,0.001437,0.001658,0.001385,0.000825,0.001134,0.000900,0.001683,0.001369
Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae;NA;NA;,0.001659,0.001014,0.002106,0.001635,0.001424,0.001475,0.001136,0.001208,0.000810,0.001166,0.001073,0.001240,0.001673,0.001416,0.001051,0.000194,0.000947,0.000374
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;NA;NA;,0.001609,0.000335,0.000762,0.000582,0.000295,0.000356,0.000489,0.001630,0.000599,0.000703,0.000482,0.000469,0.000855,0.000457,0.000375,0.000219,0.000581,0.000667
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Salinivirgaceae;NA;NA;,0.001604,0.001933,0.001169,0.001773,0.001896,0.000729,0.001254,0.001735,0.002323,0.001540,0.002405,0.001228,0.000930,0.001772,0.000582,0.000981,0.004098,0.002769
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;NA;NA;,0.001592,0.000943,0.001629,0.001834,0.001295,0.001034,0.001787,0.002382,0.000906,0.001734,0.001385,0.002419,0.001317,0.001944,0.002556,0.000344,0.002515,0.002130
Bacteria;Firmicutes;Tissierellia;Tissierellales;Gottschalkiaceae;NA;NA;,0.001541,0.001679,0.001843,0.001490,0.000669,0.002689,0.000974,0.000903,0.000724,0.001348,0.000839,0.001592,0.001721,0.001190,0.001724,0.000453,0.000662,0.000625
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;NA;,0.001539,0.001645,0.001349,0.001414,0.000923,0.000893,0.001265,0.001014,0.001080,0.001150,0.000818,0.001336,0.001050,0.001307,0.001201,0.000609,0.002383,0.001613
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;NA;NA;,0.001523,0.001524,0.004418,0.001830,0.004464,0.001367,0.001846,0.003476,0.003352,0.001782,0.001881,0.001772,0.001850,0.001596,0.001137,0.001100,0.002634,0.003216
Eukaryota;Preaxostyla;NA;Oxymonadida;Polymastigidae;NA;NA;,0.001511,0.004269,0.004072,0.000361,0.002454,0.000774,0.001397,0.000250,0.000425,0.000096,0.000566,0.003054,0.000097,0.005035,0.001319,0.000300,0.000157,0.000143
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;NA;NA;,0.001474,0.002051,0.001576,0.002564,0.001549,0.000933,0.000934,0.003436,0.001944,0.001659,0.002321,0.001586,0.001163,0.001621,0.001330,0.000706,0.003568,0.003031
Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;NA;NA;,0.001467,0.001778,0.001839,0.001744,0.003010,0.001010,0.000978,0.002573,0.002557,0.002325,0.001706,0.001580,0.001347,0.002739,0.000772,0.001366,0.003453,0.002650
Bacteria;Cyanobacteria;NA;Nostocales;Scytonemataceae;NA;NA;,0.001454,0.000089,0.000902,0.000105,0.000098,0.000101,0.000070,0.000096,0.000131,0.000123,0.000077,0.000135,0.000649,0.000494,0.001448,0.000028,0.000112,0.000038
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;NA;NA;,0.001451,0.000961,0.001633,0.001440,0.001063,0.000851,0.000930,0.003375,0.001391,0.001207,0.001248,0.001387,0.000928,0.001328,0.000995,0.000422,0.002733,0.002451
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;NA;NA;,0.001435,0.001210,0.001655,0.001328,0.001342,0.001379,0.001121,0.002604,0.002186,0.001015,0.001266,0.001760,0.001101,0.001349,0.000780,0.000344,0.002483,0.002539
Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;NA;NA;,0.001430,0.001142,0.001401,0.001400,0.000724,0.000771,0.002570,0.001356,0.004848,0.001111,0.001189,0.000999,0.001358,0.001278,0.001352,0.000388,0.001905,0.002647
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;NA;NA;,0.001414,0.001006,0.001804,0.001571,0.000796,0.000678,0.000882,0.002623,0.001146,0.001342,0.001080,0.001246,0.001138,0.000901,0.001682,0.000469,0.001172,0.001065
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;NA;NA;,0.001393,0.001414,0.001261,0.001568,0.001292,0.001097,0.001213,0.000854,0.001043,0.001380,0.001028,0.001204,0.001409,0.001056,0.001797,0.000525,0.001115,0.000636
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;NA;NA;,0.001379,0.001894,0.003577,0.002058,0.002346,0.000837,0.001379,0.005304,0.002189,0.001933,0.001738,0.001640,0.001901,0.001801,0.001065,0.000803,0.001966,0.001854
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;NA;NA;,0.001305,0.001220,0.001432,0.001537,0.001281,0.001461,0.000956,0.003239,0.001913,0.001168,0.001000,0.001011,0.001078,0.001043,0.000778,0.001159,0.002936,0.001718
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;NA;NA;,0.001303,0.000760,0.000898,0.001022,0.000574,0.000680,0.001371,0.001908,0.001536,0.000851,0.001315,0.000779,0.001152,0.000695,0.000719,0.001206,0.001429,0.000992
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;NA;NA;,0.001298,0.001249,0.001392,0.001713,0.001254,0.000874,0.001228,0.003310,0.001858,0.000947,0.001332,0.001435,0.001053,0.001897,0.001252,0.000778,0.001513,0.002182
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;NA;NA;,0.001285,0.000901,0.001265,0.001338,0.001187,0.001437,0.001504,0.003359,0.002212,0.001111,0.001608,0.001354,0.001312,0.001512,0.000893,0.000997,0.001593,0.002053
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;NA;NA;,0.001250,0.001302,0.001235,0.001490,0.001994,0.000553,0.001114,0.001405,0.002283,0.001367,0.001105,0.001513,0.001018,0.001173,0.000614,0.001803,0.003549,0.001976
Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;NA;NA;,0.001248,0.000804,0.001187,0.001663,0.000914,0.000860,0.001062,0.002382,0.001328,0.002101,0.001937,0.000846,0.001013,0.001696,0.001172,0.000447,0.002817,0.001589
Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;NA;NA;,0.001243,0.000859,0.000836,0.001863,0.001082,0.000912,0.001592,0.000379,0.000718,0.001686,0.001084,0.001826,0.001535,0.001428,0.000491,0.000097,0.000925,0.000360
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;NA;NA;,0.001208,0.001247,0.001117,0.001212,0.001028,0.001243,0.001199,0.001717,0.001357,0.000826,0.000902,0.001017,0.001275,0.001692,0.000569,0.000850,0.001445,0.001177
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;NA;NA;,0.001192,0.001158,0.001235,0.001179,0.000963,0.000741,0.000871,0.001747,0.001169,0.000653,0.000825,0.001309,0.000911,0.000951,0.001030,0.000466,0.001882,0.000992
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;NA;,0.001160,0.001168,0.001327,0.001556,0.001215,0.000804,0.000643,0.002253,0.001240,0.001494,0.001311,0.001664,0.001189,0.001378,0.000727,0.000316,0.002097,0.002224
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;NA;NA;,0.001155,0.001027,0.001712,0.001143,0.001180,0.001076,0.000732,0.002176,0.002773,0.000755,0.001210,0.001017,0.000888,0.001839,0.002154,0.000303,0.001253,0.001802
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;NA;NA;,0.001155,0.001082,0.001970,0.001533,0.000719,0.000903,0.000691,0.000869,0.002540,0.000951,0.001154,0.001489,0.001237,0.001684,0.001365,0.000644,0.001204,0.001659
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;NA;NA;,0.001143,0.001773,0.002014,0.002485,0.001781,0.001409,0.002489,0.004555,0.001063,0.001723,0.001385,0.001923,0.003459,0.001613,0.002006,0.002431,0.001333,0.001309
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;NA;NA;,0.001134,0.001095,0.001007,0.001293,0.000919,0.000598,0.000919,0.002028,0.001978,0.001287,0.000874,0.001375,0.001285,0.001127,0.001092,0.000322,0.000797,0.001830
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;NA;NA;,0.001102,0.000801,0.000836,0.000580,0.000606,0.000886,0.000812,0.001180,0.000841,0.000853,0.000629,0.000776,0.000631,0.001009,0.000732,0.000544,0.001124,0.000597
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;NA;NA;,0.001095,0.000416,0.000828,0.000463,0.000289,0.000316,0.000529,0.000367,0.000314,0.000303,0.000661,0.000220,0.000976,0.000570,0.001644,0.000072,0.000141,0.000063
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;NA;NA;,0.001088,0.001278,0.001209,0.000953,0.001347,0.001618,0.000732,0.001969,0.002277,0.001216,0.000961,0.001155,0.000919,0.001349,0.000539,0.001438,0.001567,0.002748
Eukaryota;NA;Oomycota;Peronosporales;Peronosporaceae;NA;NA;,0.001065,0.001530,0.000854,0.000095,0.002214,0.000117,0.000232,0.000219,0.000137,0.000094,0.000217,0.000590,0.000043,0.001231,0.000241,0.000056,0.000067,0.000122
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;NA;NA;,0.001060,0.002004,0.001274,0.001221,0.001058,0.001411,0.000794,0.002068,0.001123,0.000926,0.001475,0.001586,0.001417,0.001056,0.002036,0.000456,0.001198,0.001355
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;NA;NA;,0.001053,0.000993,0.001099,0.001366,0.000926,0.000624,0.000687,0.003449,0.001331,0.000913,0.001003,0.001146,0.000925,0.000704,0.000472,0.000428,0.001542,0.001302
Bacteria;Firmicutes;Clostridia;Clostridiales;Xylanivirgaceae;NA;NA;,0.001053,0.000665,0.001406,0.001157,0.000956,0.000835,0.000915,0.000697,0.000955,0.000671,0.000951,0.001213,0.000968,0.000783,0.001212,0.000088,0.000674,0.000248
Bacteria;Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;NA;NA;,0.001014,0.000812,0.000801,0.000958,0.000752,0.001461,0.000283,0.001538,0.000559,0.000440,0.000836,0.000924,0.000906,0.000649,0.000625,0.000116,0.000456,0.000342
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;NA;NA;,0.001007,0.001385,0.001476,0.001468,0.001094,0.000839,0.000816,0.003794,0.001288,0.000947,0.001210,0.001243,0.001377,0.001181,0.001880,0.000381,0.000874,0.001138
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;NA;NA;,0.001000,0.000909,0.001537,0.001186,0.000941,0.000837,0.002548,0.003079,0.003343,0.000792,0.001122,0.000960,0.000784,0.001206,0.000805,0.001988,0.002592,0.002835
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;NA;NA;,0.000984,0.001147,0.001103,0.000934,0.000982,0.000546,0.001496,0.002737,0.001838,0.001134,0.000902,0.001192,0.000748,0.001014,0.000957,0.001172,0.001468,0.001603
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;NA;NA;,0.000979,0.000864,0.000556,0.000487,0.000508,0.000518,0.000408,0.001757,0.001046,0.000465,0.000427,0.000788,0.000637,0.000662,0.000459,0.000138,0.000793,0.001009
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;NA;NA;,0.000974,0.000532,0.001239,0.001200,0.000791,0.000652,0.000463,0.000730,0.000829,0.001145,0.000993,0.000767,0.000647,0.001026,0.000660,0.000453,0.001391,0.001072
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;NA;NA;,0.000958,0.000799,0.001003,0.001017,0.000679,0.000776,0.001636,0.002527,0.001229,0.000780,0.001063,0.001183,0.000864,0.000997,0.000866,0.000444,0.000980,0.001100
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;NA;NA;,0.000954,0.000914,0.001738,0.001074,0.000826,0.000492,0.000592,0.003159,0.000838,0.001581,0.001426,0.001426,0.000951,0.000842,0.001124,0.000416,0.001673,0.002015
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;NA;NA;,0.000954,0.000877,0.001257,0.001302,0.001063,0.001936,0.000952,0.000838,0.000943,0.001383,0.000594,0.000960,0.001118,0.000838,0.000888,0.000141,0.001301,0.000625
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;NA;NA;,0.000951,0.001935,0.000762,0.001091,0.000813,0.000546,0.000776,0.001883,0.001357,0.001353,0.000996,0.001294,0.000824,0.000821,0.000585,0.000331,0.000594,0.000835
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis;NA;NA;,0.000949,0.001163,0.000613,0.001571,0.000677,0.001939,0.000783,0.000505,0.001536,0.000641,0.000717,0.000957,0.001118,0.000658,0.000837,0.000213,0.000382,0.000698
Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Saprospiraceae;NA;NA;,0.000926,0.001131,0.000569,0.000689,0.000496,0.000190,0.000342,0.000573,0.001499,0.000500,0.000797,0.000728,0.000358,0.000356,0.000284,0.000269,0.000848,0.001543
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;NA;NA;,0.000912,0.000500,0.001340,0.000772,0.000569,0.000797,0.000390,0.002142,0.000570,0.000646,0.000825,0.000900,0.000415,0.000984,0.001006,0.000341,0.001638,0.001714
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;NA;NA;,0.000905,0.001186,0.000740,0.000779,0.001107,0.000469,0.000761,0.002281,0.001234,0.001666,0.000801,0.000785,0.000888,0.001123,0.000660,0.000375,0.000938,0.001103
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;NA;NA;,0.000903,0.000149,0.000556,0.000245,0.000232,0.000188,0.000335,0.001180,0.000228,0.000287,0.000266,0.000289,0.000407,0.000616,0.000831,0.000191,0.000414,0.000262
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;NA;NA;,0.000884,0.000993,0.000990,0.000870,0.000532,0.000893,0.000812,0.001301,0.001685,0.000824,0.001280,0.000827,0.000663,0.000658,0.000644,0.000513,0.001275,0.000852
Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;NA;NA;,0.000870,0.001181,0.000998,0.001000,0.000726,0.000987,0.000504,0.000527,0.000419,0.001136,0.001007,0.000993,0.001666,0.000972,0.000982,0.000106,0.000408,0.000464
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;NA;NA;,0.000866,0.001425,0.002667,0.001114,0.000894,0.000347,0.000629,0.004792,0.001112,0.000789,0.001304,0.001180,0.000759,0.000578,0.000531,0.000334,0.001166,0.001281
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;NA;NA;,0.000863,0.000807,0.000867,0.000651,0.000559,0.000966,0.000441,0.000527,0.000616,0.000653,0.000406,0.000849,0.000591,0.000762,0.000746,0.000263,0.000922,0.000269
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;NA;NA;,0.000847,0.000437,0.000950,0.000853,0.000906,0.000729,0.000967,0.000811,0.001468,0.000598,0.000692,0.000719,0.000596,0.000565,0.000684,0.000175,0.000652,0.001515
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;NA;NA;,0.000845,0.000760,0.000749,0.000687,0.000647,0.001109,0.001790,0.003831,0.002369,0.000849,0.000944,0.001005,0.001203,0.000976,0.000354,0.001972,0.002126,0.001973
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;NA;NA;,0.000842,0.002124,0.000762,0.001093,0.001043,0.001531,0.000801,0.001313,0.001921,0.000427,0.000961,0.001580,0.000454,0.000452,0.001126,0.000222,0.000854,0.000524
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;NA;NA;,0.000840,0.000540,0.000740,0.000829,0.000664,0.000460,0.000871,0.001165,0.000804,0.000383,0.000580,0.000683,0.000530,0.000775,0.000856,0.000978,0.001233,0.000918
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;NA;,0.000801,0.001708,0.000701,0.000530,0.000843,0.000567,0.000555,0.002093,0.000872,0.000794,0.000566,0.000716,0.000427,0.000469,0.000174,0.000303,0.000899,0.000754
Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;NA;NA;,0.000792,0.000995,0.000609,0.000908,0.001347,0.000485,0.000831,0.000897,0.001679,0.000958,0.000881,0.000846,0.000749,0.001470,0.000451,0.000534,0.001795,0.001372
Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;NA;NA;,0.000778,0.000369,0.000451,0.000891,0.000767,0.000680,0.000548,0.000576,0.000718,0.001378,0.000538,0.000536,0.001005,0.000578,0.000308,0.000263,0.000588,0.000608
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;NA;NA;,0.000775,0.000650,0.000841,0.001136,0.001066,0.000959,0.000897,0.002539,0.001357,0.000940,0.001339,0.001137,0.000765,0.000821,0.000917,0.000541,0.000938,0.001376
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;NA;NA;,0.000766,0.000760,0.001401,0.001131,0.001481,0.000626,0.001246,0.002561,0.001266,0.001006,0.000850,0.000846,0.001146,0.001123,0.000705,0.000659,0.001712,0.001414
Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;NA;NA;,0.000745,0.001760,0.000985,0.000848,0.000762,0.000542,0.000408,0.000780,0.000718,0.001419,0.000703,0.001041,0.000887,0.000968,0.001290,0.000275,0.001779,0.000971
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;NA;NA;,0.000724,0.001076,0.000731,0.000760,0.000701,0.000828,0.000346,0.000604,0.000744,0.000589,0.000570,0.000665,0.000770,0.000993,0.001011,0.000241,0.000392,0.000649
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;NA;NA;,0.000701,0.001090,0.000731,0.000606,0.000882,0.000689,0.000566,0.000693,0.002058,0.000623,0.000867,0.000812,0.001072,0.000712,0.000810,0.000400,0.001140,0.000904
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfonatronaceae;NA;NA;,0.000683,0.000285,0.000114,0.000307,0.000196,0.000509,0.000077,0.000142,0.000465,0.000278,0.000675,0.000178,0.000243,0.000230,0.000252,0.000056,0.000112,0.000056
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;NA;NA;,0.000676,0.000786,0.000591,0.000568,0.000784,0.000319,0.000592,0.001103,0.000812,0.000655,0.000542,0.001071,0.000655,0.000850,0.000764,0.000291,0.000482,0.000702
